gene,WD_t1_KO_VS_WD_t1_DKO_FC
Sdf2l1,-1.2442049008149099
Ms4a7,-2.9748020663289303
Haghl,-1.1688555238516798
Atp6v0d2,-5.122504591965519
Scn4a,3.6293295115743196
Dnmt3a,-1.63000779034403
Ndufa6,0.998934856914835
Gpr157,-1.0667869633361
H2-Ke6,0.8072283178104579
Cdkn1c,-0.9097995941823791
Slc29a3,-1.70234350208217
Chst1,1.20932668634332
Fbln5,-1.49296592234827
Ncf1,-1.0674675456878902
Slamf7,-2.99047595311136
Lpcat2,-2.1227621868417
Csf2rb2,-2.1049686401456698
Iqgap3,-1.82174360421196
Gpr137b-ps,-2.89428383344351
Plau,-2.71825912398615
Mvb12b,-0.791168679356482
Cd48,-1.6020271111438
Rp2,-0.8106078967577142
Man2b2,-0.807457967020455
Cap1,-0.8494040156025601
Atp6v0c,-1.11290837790563
P3h1,-0.8697582272147549
Cd302,-1.4377022462626698
Coro1c,-1.0444853541262
Npl,-2.41604831313923
P4ha3,-3.0114761072952203
Fkbp10,-1.4759793184430001
Atp6v1c1,-0.9033635736612529
Arhgap19,-1.7619676449995902
Crlf1,-2.1283957141776
Cd83,-1.38889270104289
Il12rb2,-2.3457883153946497
Agpat4,-0.890507840340769
Prg4,-2.59541605447971
Atp6v1a,-1.11895754272183
Lif,-1.9892184152900099
Tec,-1.9332582062506203
Dgka,0.7754222265049291
Myo7a,-1.30848704668788
Capzb,-0.780650925610773
Vill,-1.8068356933962801
Il22ra2,5.4587675954713095
Rin2,-0.856451710425978
Htra1,-1.2496311536467901
Prkcq,2.14842986355095
Hacd4,-1.52199819836876
Myo16,-2.16897159424092
Mfsd1,-0.9929635091764242
Nudt14,1.17849401382913
Neb,4.531461695751769
Ablim3,1.33703927210499
Gm8580,3.92202103607044
S1pr2,-1.35074838071154
C77080,-2.02596699977093
Ssr1,-0.7594732116723159
Tbc1d9,-1.45841645056432
Morf4l1,-0.878206392767119
Steap3,-1.01686573992986
Cd84,-3.06685404087255
Ddt,1.09763356098778
Mkrn1,-0.8064910497248009
Man1c1,-1.22323088602027
Galnt15,1.11499992288036
Timd4,1.8319902357433102
Abcg1,-2.11913494267185
Col15a1,-1.06174035971421
Qpct,-1.0539187881702
Gdpd1,-1.51297181313126
Il13ra1,-1.4905009593351
Fam73b,1.02177787160401
Phldb2,-0.9340920927277709
Pdgfa,-1.43236902724616
Itgam,-1.63583410369172
Tlr2,-1.4365809800827398
Unc93b1,-0.8216565293415329
Grap,1.3102314015311298
Sdc3,-1.8644854731093201
Ccl7,-2.45843837509425
Arhgap25,-1.99957076809976
Metrnl,-1.56622474352018
Lxn,-1.5376037004749599
Hs6st1,-0.7509587571128221
Gpr137b,-3.3186996039629
Crabp2,-3.36453450108719
Frzb,-2.75257715002838
Fam3c,-0.802139045162922
Inpp5d,-1.2263736676128703
Tlr4,-1.21557332406747
Fbln2,-1.06903224870968
Maob,0.7998118035819091
Micall2,-1.23361027085399
Abcc3,-3.02982063382211
C1qa,-1.8821285925632099
Fam46c,-1.31703401539627
Scara3,-1.7785351647038798
Slc24a3,0.7303043840807751
Rgs10,-1.13296540135622
Rnf149,-1.89856774368267
Lmna,-0.948040948190846
Cr2,3.70411814842463
Ccl2,-2.59218545366727
Zdhhc20,-0.8111718610617841
Gfra1,-1.54235935066709
Sfxn3,-1.0112847302464398
Naga,-0.7987558750120871
Rbm3,-1.06396069115666
Col10a1,-2.93715771205873
Clcn7,-1.12648881208291
Map4k2,0.8259535178212472
Fcgr3,-2.09002950769308
Osbpl8,-1.57126020500949
Dpp7,-0.9869168531314351
Igf2r,-1.0907921910415899
Col6a1,-0.945448272665506
St3gal5,1.1225075706388101
Foxo1,0.908577104644022
Leprot,-0.8190741677829642
Ndufa13,0.7213072526464971
Plxdc1,-2.54286472758813
Slc25a24,-0.7882694158452271
Acer3,-1.1141771634884299
Gm6548,1.13126676939227
Ccdc148,-3.3736074639330202
Zranb3,-1.64687111666245
Ushbp1,0.902270232535274
C1qtnf5,-1.22457325848703
Hexa,-1.63651077908684
Cotl1,-2.0356332543078
Ptpre,-1.8415148178979999
Adgrg3,-1.7659609263320801
1110001J03Rik,1.14800179955566
Mrps12,1.2603258845679801
Bgn,-1.3576066024409699
Tmem206,-1.5462085779885302
Anxa2,-1.1371315005440301
Pira2,-3.7453078746172297
Sdcbp,-1.26782043494904
Aldh3b1,-1.67888434390095
Tmem154,-1.25205827722208
Atp2b1,-0.76589629061675
Ctsa,-1.3877378497342
Anpep,-2.3281264144261096
Ppic,-1.6078432483031202
Pcdhgc5,-2.34190536540659
Rassf4,-0.85424367760243
Sult1a1,1.47077186159769
Hpgds,-2.9088081272651802
Gadd45b,-1.5249126172290302
Slc39a6,-1.02868552870211
Sele,-2.57250403979201
Ftl1,-1.71843600372485
5031439G07Rik,-0.849099464873667
Hpse,-1.29308989492618
Atp6ap2,-1.08027374766895
Apcdd1,0.93416801979536
Slc2a1,-0.914467001504375
Ror1,-1.44562779046727
Edem1,-0.758995669049543
