gene,WD_t1_KO_VS_WD_t1_wt_FC
Il1r2,3.6593288736812997
Gpr4,1.3660123317872102
Grip2,-1.6944541884739899
Lmcd1,-1.58614296145244
Nov,-1.37653349388838
Slc16a5,-2.63577615776962
Foxo1,0.764509558843683
Rasa4,0.8656413397401221
Spib,3.46036070787678
Gpt2,1.8067982195463796
Epha3,-1.1655991211858
Gm6548,1.5625237224626
Kank2,-0.89674061277268
Acsm5,2.2140648708370896
Abhd5,1.36217183304442
Ushbp1,1.0547978424393398
Nfat5,-0.7580300448779158
Fzd7,-0.954889941371917
Myh10,-1.4949379113264
Bmpr1b,-1.71506117817442
Tmem263,-0.8422989965708159
Rbms3,-1.4825149898165801
Cotl1,1.6184946402598999
Fblim1,-1.6022772427068799
Fgl2,-1.54162027142104
D630003M21Rik,-1.17805496826894
F3,-0.925500930432576
Epha1,-1.4787160320265
Rag2,-4.90021506208901
Ngfrap1,-1.15186043971528
Sgcg,-1.8665820894823102
Scn2a1,-1.4854910322185702
Nr1h3,1.04200318953637
Gm12250,1.9788997246341002
Hba-a2,-2.28071170318531
Col19a1,-2.3533518481296802
Serpina3n,2.04092446803722
Rassf4,1.03562829048071
Sult1a1,1.1409564926306899
Col2a1,4.53962445394325
Adssl1,0.8749085574224921
Arap3,1.07804789698095
Fam198a,-1.3116776813056499
Ppp1r12a,-1.2038257377006298
Ftl1,0.954665190662602
Pbxip1,-1.26038230716096
Synpo2,-1.66020596952851
5031439G07Rik,0.885411871804792
Asph,-1.0296047930149201
